,Date Time,Doctors (count),Nurses(Count),Doctors on-call (Count),Nurses on-call (Count),Total Hospital Beds (Count),Hospital Beds Open (Count),Hospital Beds Occupied (Count),Ambulances On Duty (Count)
2677,2022-04-22 13:00:00,144,280,9,15,788,570,218,12
2678,2022-04-22 14:00:00,130,252,14,12,521,444,77,6
2679,2022-04-22 15:00:00,131,264,11,13,592,437,155,10
2680,2022-04-22 16:00:00,127,252,14,19,650,498,152,14
2681,2022-04-22 17:00:00,134,291,8,14,723,521,202,5
2682,2022-04-22 18:00:00,144,295,6,10,681,552,129,13
2683,2022-04-22 19:00:00,143,258,9,17,731,621,110,6
2684,2022-04-22 20:00:00,146,282,9,11,526,373,153,5
2685,2022-04-22 21:00:00,125,292,6,16,715,515,200,14
2686,2022-04-22 22:00:00,149,289,12,11,748,564,184,5
2687,2022-04-22 23:00:00,149,297,6,19,622,549,73,6
2688,2022-04-23 00:00:00,145,269,5,16,653,564,89,8
2689,2022-04-23 01:00:00,136,255,7,12,509,441,68,7
2690,2022-04-23 02:00:00,148,254,11,17,616,443,173,8
2691,2022-04-23 03:00:00,132,252,6,17,664,487,177,6
2692,2022-04-23 04:00:00,143,257,11,13,557,410,147,9
2693,2022-04-23 05:00:00,138,272,14,13,624,547,77,12
2694,2022-04-23 06:00:00,125,277,9,16,504,357,147,12
2695,2022-04-23 07:00:00,137,267,7,16,581,490,91,8
2696,2022-04-23 08:00:00,147,250,10,18,772,580,192,7
2697,2022-04-23 09:00:00,127,270,14,12,792,696,96,9
2698,2022-04-23 10:00:00,132,269,13,16,618,435,183,14
2699,2022-04-23 11:00:00,126,273,5,18,560,396,164,13
2700,2022-04-23 12:00:00,140,293,14,12,501,407,94,13
2701,2022-04-23 13:00:00,121,288,5,14,778,665,113,10
2702,2022-04-23 14:00:00,138,275,11,13,505,360,145,7
2703,2022-04-23 15:00:00,134,269,7,16,574,449,125,8
2704,2022-04-23 16:00:00,123,281,7,10,620,436,184,10
2705,2022-04-23 17:00:00,121,269,8,14,724,621,103,8
2706,2022-04-23 18:00:00,121,271,6,13,552,424,128,7
2707,2022-04-23 19:00:00,145,265,11,14,531,422,109,11
2708,2022-04-23 20:00:00,127,287,7,13,737,561,176,6
2709,2022-04-23 21:00:00,145,299,8,18,598,428,170,7
2710,2022-04-23 22:00:00,120,278,8,15,757,612,145,8
2711,2022-04-23 23:00:00,142,253,11,19,526,465,61,5
2712,2022-04-24 00:00:00,127,271,12,13,782,657,125,12
2713,2022-04-24 01:00:00,124,295,6,12,678,557,121,11
2714,2022-04-24 02:00:00,146,274,7,12,560,449,111,10
2715,2022-04-24 03:00:00,148,289,6,11,759,550,209,11
2716,2022-04-24 04:00:00,139,266,12,12,506,412,94,13
2717,2022-04-24 05:00:00,124,280,13,15,577,495,82,5
2718,2022-04-24 06:00:00,139,251,11,16,602,487,115,6
2719,2022-04-24 07:00:00,149,288,12,17,516,387,129,12
2720,2022-04-24 08:00:00,144,260,12,14,698,573,125,10
2721,2022-04-24 09:00:00,127,292,7,12,679,531,148,5
2722,2022-04-24 10:00:00,123,260,6,13,530,386,144,6
2723,2022-04-24 11:00:00,141,291,5,14,510,381,129,7
2724,2022-04-24 12:00:00,125,288,5,10,791,593,198,8
2725,2022-04-24 13:00:00,131,259,8,12,696,512,184,6
2726,2022-04-24 14:00:00,130,278,12,11,723,509,214,11
2727,2022-04-24 15:00:00,125,275,14,11,698,623,75,9
2728,2022-04-24 16:00:00,128,279,6,13,548,456,92,7
2729,2022-04-24 17:00:00,140,268,8,13,737,625,112,13
2730,2022-04-24 18:00:00,139,278,9,16,532,454,78,13
2731,2022-04-24 19:00:00,135,259,8,18,740,544,196,7
2732,2022-04-24 20:00:00,145,287,13,15,671,478,193,5
2733,2022-04-24 21:00:00,122,257,9,15,701,568,133,7
2734,2022-04-24 22:00:00,147,299,14,10,662,489,173,8
2735,2022-04-24 23:00:00,143,262,8,12,589,482,107,12
2736,2022-04-25 00:00:00,122,251,6,13,668,578,90,5
2737,2022-04-25 01:00:00,145,257,9,12,592,454,138,7
2738,2022-04-25 02:00:00,125,272,12,12,779,548,231,10
2739,2022-04-25 03:00:00,144,284,5,17,509,427,82,7
2740,2022-04-25 04:00:00,142,293,13,18,702,579,123,12
2741,2022-04-25 05:00:00,129,296,13,14,549,396,153,9
2742,2022-04-25 06:00:00,144,294,9,10,708,511,197,13
2743,2022-04-25 07:00:00,131,285,10,13,692,579,113,7
2744,2022-04-25 08:00:00,139,274,5,12,559,426,133,12
2745,2022-04-25 09:00:00,121,287,5,16,588,431,157,11
2746,2022-04-25 10:00:00,121,271,6,15,710,608,102,11
2747,2022-04-25 11:00:00,123,297,14,19,532,401,131,6
2748,2022-04-25 12:00:00,135,289,13,16,736,565,171,13
2749,2022-04-25 13:00:00,139,287,10,10,669,567,102,5
2750,2022-04-25 14:00:00,140,261,6,11,748,539,209,10
2751,2022-04-25 15:00:00,144,292,12,12,723,590,133,13
2752,2022-04-25 16:00:00,148,284,9,19,673,537,136,11
2753,2022-04-25 17:00:00,120,272,7,15,550,476,74,8
2754,2022-04-25 18:00:00,149,289,11,10,629,502,127,7
2755,2022-04-25 19:00:00,121,293,9,12,724,640,84,14
2756,2022-04-25 20:00:00,122,275,5,15,648,480,168,7
2757,2022-04-25 21:00:00,147,254,8,10,533,392,141,11
2758,2022-04-25 22:00:00,122,278,9,11,551,425,126,13
2759,2022-04-25 23:00:00,142,254,14,19,763,585,178,8
2760,2022-04-26 00:00:00,140,253,13,19,558,435,123,5
2761,2022-04-26 01:00:00,139,283,14,18,715,520,195,9
2762,2022-04-26 02:00:00,136,282,5,17,687,488,199,5
2763,2022-04-26 03:00:00,123,263,5,14,661,477,184,13
2764,2022-04-26 04:00:00,148,284,11,10,652,486,166,5
2765,2022-04-26 05:00:00,126,254,11,19,550,480,70,13
2766,2022-04-26 06:00:00,120,288,12,16,657,570,87,12
2767,2022-04-26 07:00:00,135,293,10,10,643,574,69,10
2768,2022-04-26 08:00:00,147,263,8,16,758,587,171,8
2769,2022-04-26 09:00:00,120,296,12,18,745,567,178,6
2770,2022-04-26 10:00:00,129,274,5,19,671,575,96,5
2771,2022-04-26 11:00:00,133,277,13,13,506,418,88,11
2772,2022-04-26 12:00:00,121,260,10,14,606,435,171,9
2773,2022-04-26 13:00:00,127,293,10,14,681,573,108,13
2774,2022-04-26 14:00:00,144,250,13,10,667,486,181,6
2775,2022-04-26 15:00:00,127,267,13,10,649,518,131,14
2776,2022-04-26 16:00:00,146,286,5,18,610,484,126,8
2777,2022-04-26 17:00:00,148,273,10,16,795,711,84,12
2778,2022-04-26 18:00:00,121,287,14,18,553,412,141,10
2779,2022-04-26 19:00:00,123,266,9,13,735,585,150,8
2780,2022-04-26 20:00:00,140,299,9,14,675,504,171,8
2781,2022-04-26 21:00:00,147,252,10,18,515,371,144,14
2782,2022-04-26 22:00:00,130,259,13,17,787,595,192,6
2783,2022-04-26 23:00:00,122,265,5,19,534,432,102,9
2784,2022-04-27 00:00:00,143,299,9,16,545,448,97,6
2785,2022-04-27 01:00:00,146,289,5,12,672,501,171,14
2786,2022-04-27 02:00:00,139,285,13,17,690,596,94,7
2787,2022-04-27 03:00:00,134,269,10,16,668,558,110,12
2788,2022-04-27 04:00:00,148,290,10,18,768,543,225,13
2789,2022-04-27 05:00:00,125,296,6,15,539,431,108,14
2790,2022-04-27 06:00:00,141,279,14,14,541,478,63,10
2791,2022-04-27 07:00:00,146,297,6,19,501,430,71,7
2792,2022-04-27 08:00:00,144,277,6,11,741,573,168,9
2793,2022-04-27 09:00:00,138,270,7,13,522,449,73,6
2794,2022-04-27 10:00:00,139,262,5,16,733,543,190,14
2795,2022-04-27 11:00:00,134,253,12,18,648,573,75,8
2796,2022-04-27 12:00:00,122,293,13,17,675,552,123,8
2797,2022-04-27 13:00:00,140,263,11,11,508,445,63,12
2798,2022-04-27 14:00:00,134,262,11,13,538,471,67,7
2799,2022-04-27 15:00:00,124,297,8,16,761,564,197,6
2800,2022-04-27 16:00:00,136,267,6,12,639,529,110,12
2801,2022-04-27 17:00:00,125,298,5,13,616,498,118,7
2802,2022-04-27 18:00:00,133,291,14,15,684,534,150,10
2803,2022-04-27 19:00:00,135,285,11,18,629,506,123,6
2804,2022-04-27 20:00:00,131,258,13,16,503,450,53,8
2805,2022-04-27 21:00:00,131,289,5,19,691,536,155,5
2806,2022-04-27 22:00:00,135,285,12,16,617,432,185,9
2807,2022-04-27 23:00:00,145,287,13,13,732,653,79,9
2808,2022-04-28 00:00:00,129,253,11,15,776,556,220,8
2809,2022-04-28 01:00:00,128,253,5,18,572,447,125,9
2810,2022-04-28 02:00:00,144,283,10,14,782,679,103,11
2811,2022-04-28 03:00:00,121,277,14,11,658,498,160,10
2812,2022-04-28 04:00:00,135,296,9,10,682,601,81,5
2813,2022-04-28 05:00:00,128,291,14,19,761,629,132,8
2814,2022-04-28 06:00:00,146,252,13,13,766,608,158,12
2815,2022-04-28 07:00:00,129,250,11,17,524,432,92,13
2816,2022-04-28 08:00:00,132,281,9,12,784,566,218,8
2817,2022-04-28 09:00:00,134,291,9,15,682,568,114,11
2818,2022-04-28 10:00:00,123,272,5,11,584,411,173,6
2819,2022-04-28 11:00:00,132,265,7,16,718,535,183,9
2820,2022-04-28 12:00:00,144,263,7,13,563,485,78,11
2821,2022-04-28 13:00:00,149,283,11,14,797,669,128,8
2822,2022-04-28 14:00:00,141,274,5,12,736,585,151,8
2823,2022-04-28 15:00:00,138,281,13,15,518,401,117,7
2824,2022-04-28 16:00:00,143,250,11,12,548,435,113,6
2825,2022-04-28 17:00:00,137,254,13,13,583,418,165,7
2826,2022-04-28 18:00:00,130,267,6,18,779,664,115,5
2827,2022-04-28 19:00:00,135,261,11,19,745,546,199,5
2828,2022-04-28 20:00:00,141,286,12,16,636,514,122,10
2829,2022-04-28 21:00:00,120,273,6,18,778,553,225,8
2830,2022-04-28 22:00:00,127,264,7,15,691,542,149,5
2831,2022-04-28 23:00:00,137,291,8,15,652,503,149,8
2832,2022-04-29 00:00:00,138,285,9,19,742,549,193,12
2833,2022-04-29 01:00:00,134,268,7,17,779,637,142,5
2834,2022-04-29 02:00:00,132,265,7,18,740,549,191,10
2835,2022-04-29 03:00:00,141,266,13,13,512,441,71,10
2836,2022-04-29 04:00:00,144,267,13,16,726,649,77,8
2837,2022-04-29 05:00:00,148,299,6,13,601,474,127,5
2838,2022-04-29 06:00:00,135,264,14,11,760,650,110,7
2839,2022-04-29 07:00:00,133,276,13,15,662,482,180,6
2840,2022-04-29 08:00:00,146,271,8,19,501,431,70,5
2841,2022-04-29 09:00:00,135,296,6,19,580,453,127,11
2842,2022-04-29 10:00:00,131,295,7,18,714,571,143,8
2843,2022-04-29 11:00:00,131,283,14,12,672,506,166,13
2844,2022-04-29 12:00:00,130,269,10,10,513,412,101,11
2845,2022-04-29 13:00:00,131,296,11,13,598,436,162,9
2846,2022-04-29 14:00:00,140,289,14,15,511,363,148,12
2847,2022-04-29 15:00:00,137,267,14,12,634,497,137,13
2848,2022-04-29 16:00:00,148,298,12,15,740,596,144,11
2849,2022-04-29 17:00:00,128,298,6,19,541,438,103,5
2850,2022-04-29 18:00:00,139,265,5,19,568,502,66,9
2851,2022-04-29 19:00:00,145,282,5,17,682,480,202,13
2852,2022-04-29 20:00:00,121,277,10,13,780,590,190,5
2853,2022-04-29 21:00:00,137,256,6,12,759,606,153,13
2854,2022-04-29 22:00:00,125,291,12,12,542,380,162,12
2855,2022-04-29 23:00:00,142,268,8,18,764,654,110,9
2856,2022-04-30 00:00:00,137,267,14,14,589,449,140,6
2857,2022-04-30 01:00:00,132,295,5,12,754,572,182,12
2858,2022-04-30 02:00:00,148,296,5,16,539,395,144,9
2859,2022-04-30 03:00:00,127,262,6,19,758,607,151,10
2860,2022-04-30 04:00:00,135,252,11,15,683,572,111,12
2861,2022-04-30 05:00:00,145,293,5,12,765,640,125,6
2862,2022-04-30 06:00:00,129,270,5,14,623,464,159,14
2863,2022-04-30 07:00:00,125,285,5,18,624,517,107,13
2864,2022-04-30 08:00:00,143,276,10,12,582,487,95,8
2865,2022-04-30 09:00:00,131,261,7,15,695,554,141,8
2866,2022-04-30 10:00:00,138,279,13,17,572,409,163,9
2867,2022-04-30 11:00:00,146,272,13,13,637,461,176,5
2868,2022-04-30 12:00:00,147,278,11,17,648,560,88,11
2869,2022-04-30 13:00:00,139,277,10,14,715,523,192,11
2870,2022-04-30 14:00:00,142,262,5,19,500,355,145,9
2871,2022-04-30 15:00:00,144,277,8,15,603,508,95,12
2872,2022-04-30 16:00:00,120,297,12,17,542,468,74,9
2873,2022-04-30 17:00:00,122,283,7,17,701,606,95,11
2874,2022-04-30 18:00:00,139,262,7,12,542,409,133,5
2875,2022-04-30 19:00:00,131,287,10,13,762,605,157,10
2876,2022-04-30 20:00:00,135,252,8,14,678,531,147,9
2877,2022-04-30 21:00:00,139,273,12,12,589,436,153,7
2878,2022-04-30 22:00:00,133,269,13,19,585,470,115,10
2879,2022-04-30 23:00:00,149,256,9,12,640,571,69,8
2880,2022-05-01 00:00:00,142,299,7,19,686,517,169,11
2881,2022-05-01 01:00:00,129,268,12,16,570,430,140,14
2882,2022-05-01 02:00:00,132,254,14,18,538,472,66,14
2883,2022-05-01 03:00:00,122,289,10,15,788,685,103,10
2884,2022-05-01 04:00:00,124,280,9,11,760,537,223,6
2885,2022-05-01 05:00:00,132,268,9,14,692,510,182,13
2886,2022-05-01 06:00:00,129,274,10,11,619,446,173,14
2887,2022-05-01 07:00:00,147,275,5,10,639,490,149,13
2888,2022-05-01 08:00:00,134,285,12,18,777,615,162,8
2889,2022-05-01 09:00:00,128,259,11,16,589,465,124,12
2890,2022-05-01 10:00:00,146,293,13,13,573,467,106,9
2891,2022-05-01 11:00:00,129,272,7,19,709,508,201,9
2892,2022-05-01 12:00:00,136,295,7,14,683,582,101,6
2893,2022-05-01 13:00:00,149,259,7,15,719,598,121,7
2894,2022-05-01 14:00:00,143,271,7,14,536,388,148,8
2895,2022-05-01 15:00:00,128,297,8,13,632,560,72,8
2896,2022-05-01 16:00:00,143,295,5,18,679,546,133,11
2897,2022-05-01 17:00:00,130,254,13,12,635,554,81,6
2898,2022-05-01 18:00:00,133,291,12,19,611,496,115,12
2899,2022-05-01 19:00:00,131,273,14,11,586,460,126,8
2900,2022-05-01 20:00:00,139,261,14,15,765,688,77,11
2901,2022-05-01 21:00:00,125,299,6,11,771,656,115,11
2902,2022-05-01 22:00:00,143,286,13,18,695,497,198,7
2903,2022-05-01 23:00:00,124,251,10,12,710,565,145,12
2904,2022-05-02 00:00:00,143,262,10,16,731,552,179,5
2905,2022-05-02 01:00:00,149,288,13,10,789,607,182,12
2906,2022-05-02 02:00:00,130,272,7,11,741,649,92,8
2907,2022-05-02 03:00:00,128,272,6,13,617,450,167,9
2908,2022-05-02 04:00:00,130,298,7,15,751,560,191,14
2909,2022-05-02 05:00:00,132,299,13,19,581,474,107,7
2910,2022-05-02 06:00:00,132,275,11,13,538,421,117,6
2911,2022-05-02 07:00:00,127,263,14,19,755,529,226,7
2912,2022-05-02 08:00:00,128,299,13,15,599,532,67,10
2913,2022-05-02 09:00:00,140,263,10,19,682,598,84,10
2914,2022-05-02 10:00:00,135,257,12,12,796,707,89,8
2915,2022-05-02 11:00:00,135,274,11,16,650,535,115,14
2916,2022-05-02 12:00:00,129,262,9,19,722,643,79,9
2917,2022-05-02 13:00:00,135,253,9,17,752,546,206,13
2918,2022-05-02 14:00:00,122,262,9,15,792,671,121,10
2919,2022-05-02 15:00:00,128,280,6,13,769,667,102,14
2920,2022-05-02 16:00:00,123,252,9,14,598,494,104,13
2921,2022-05-02 17:00:00,125,251,8,18,618,457,161,11
2922,2022-05-02 18:00:00,121,280,11,16,620,465,155,11
2923,2022-05-02 19:00:00,124,292,13,12,753,570,183,11
2924,2022-05-02 20:00:00,149,255,13,17,712,561,151,8
2925,2022-05-02 21:00:00,130,278,12,11,610,488,122,12
2926,2022-05-02 22:00:00,121,279,7,19,513,405,108,9
2927,2022-05-02 23:00:00,145,254,11,15,521,415,106,6
2928,2022-05-03 00:00:00,136,282,6,10,706,610,96,11
2929,2022-05-03 01:00:00,134,277,13,10,507,439,68,12
2930,2022-05-03 02:00:00,136,256,7,12,687,555,132,11
2931,2022-05-03 03:00:00,123,251,6,12,743,555,188,14
2932,2022-05-03 04:00:00,132,252,12,14,716,643,73,8
2933,2022-05-03 05:00:00,149,260,9,10,535,398,137,12
2934,2022-05-03 06:00:00,136,267,11,11,635,555,80,14
2935,2022-05-03 07:00:00,126,279,11,16,677,598,79,7
2936,2022-05-03 08:00:00,146,284,10,16,541,458,83,8
2937,2022-05-03 09:00:00,148,273,12,15,500,383,117,8
2938,2022-05-03 10:00:00,125,294,9,18,626,544,82,6
2939,2022-05-03 11:00:00,125,261,8,11,576,482,94,11
2940,2022-05-03 12:00:00,138,264,8,12,685,597,88,6
2941,2022-05-03 13:00:00,123,260,8,16,511,445,66,5
2942,2022-05-03 14:00:00,133,282,7,16,650,559,91,8
2943,2022-05-03 15:00:00,123,292,7,13,605,443,162,6
2944,2022-05-03 16:00:00,136,253,7,15,637,541,96,13
2945,2022-05-03 17:00:00,143,266,5,18,650,570,80,11
2946,2022-05-03 18:00:00,145,255,11,17,721,636,85,10
2947,2022-05-03 19:00:00,129,284,9,17,788,699,89,9
2948,2022-05-03 20:00:00,149,250,7,16,543,391,152,8
2949,2022-05-03 21:00:00,142,273,8,18,543,422,121,5
2950,2022-05-03 22:00:00,123,291,14,16,582,467,115,14
2951,2022-05-03 23:00:00,121,281,11,11,680,495,185,12
2952,2022-05-04 00:00:00,148,257,10,17,722,547,175,14
2953,2022-05-04 01:00:00,132,294,5,16,581,439,142,10
2954,2022-05-04 02:00:00,140,279,9,17,511,359,152,7
2955,2022-05-04 03:00:00,131,251,8,14,508,419,89,9
2956,2022-05-04 04:00:00,137,272,11,15,683,577,106,8
2957,2022-05-04 05:00:00,127,250,6,19,757,635,122,7
2958,2022-05-04 06:00:00,120,265,14,16,776,661,115,14
2959,2022-05-04 07:00:00,130,257,11,11,758,606,152,11
2960,2022-05-04 08:00:00,130,289,8,14,706,601,105,12
2961,2022-05-04 09:00:00,125,257,8,11,548,406,142,8
2962,2022-05-04 10:00:00,146,260,11,15,616,530,86,8
2963,2022-05-04 11:00:00,127,272,13,15,581,472,109,8
2964,2022-05-04 12:00:00,145,255,13,17,621,437,184,8
2965,2022-05-04 13:00:00,147,252,7,18,729,572,157,8
2966,2022-05-04 14:00:00,125,271,11,13,511,450,61,8
2967,2022-05-04 15:00:00,125,297,11,19,743,640,103,5
2968,2022-05-04 16:00:00,138,258,6,15,793,624,169,8
2969,2022-05-04 17:00:00,135,291,9,15,678,518,160,7
2970,2022-05-04 18:00:00,146,294,12,14,509,393,116,13
2971,2022-05-04 19:00:00,135,265,12,11,636,521,115,6
2972,2022-05-04 20:00:00,142,290,5,19,625,499,126,14
2973,2022-05-04 21:00:00,139,252,5,10,570,473,97,12
2974,2022-05-04 22:00:00,132,261,6,10,687,496,191,9
2975,2022-05-04 23:00:00,147,260,5,14,656,503,153,5
2976,2022-05-05 00:00:00,137,280,9,18,595,478,117,14
2977,2022-05-05 01:00:00,135,267,9,19,772,569,203,10
2978,2022-05-05 02:00:00,124,255,12,13,623,480,143,14
2979,2022-05-05 03:00:00,120,285,9,19,798,711,87,10
2980,2022-05-05 04:00:00,147,290,6,11,702,513,189,10
2981,2022-05-05 05:00:00,132,261,13,17,770,650,120,10
2982,2022-05-05 06:00:00,142,261,8,13,736,523,213,12
2983,2022-05-05 07:00:00,131,284,14,14,628,442,186,10
2984,2022-05-05 08:00:00,134,289,5,16,776,560,216,11
2985,2022-05-05 09:00:00,130,294,13,10,630,493,137,10
2986,2022-05-05 10:00:00,134,288,14,19,548,468,80,11
2987,2022-05-05 11:00:00,131,286,9,17,530,410,120,13
2988,2022-05-05 12:00:00,125,286,11,19,560,427,133,9
2989,2022-05-05 13:00:00,138,266,13,15,558,403,155,11
2990,2022-05-05 14:00:00,141,257,5,12,783,612,171,10
2991,2022-05-05 15:00:00,149,277,13,17,567,495,72,6
2992,2022-05-05 16:00:00,140,254,10,10,784,682,102,12
2993,2022-05-05 17:00:00,122,287,13,17,597,479,118,14
2994,2022-05-05 18:00:00,139,256,11,18,685,601,84,13
2995,2022-05-05 19:00:00,128,295,7,13,752,612,140,9
2996,2022-05-05 20:00:00,139,278,5,19,694,492,202,14
2997,2022-05-05 21:00:00,124,297,6,19,734,637,97,10
2998,2022-05-05 22:00:00,124,279,13,11,521,450,71,7
2999,2022-05-05 23:00:00,139,256,10,19,628,517,111,8
3000,2022-05-06 00:00:00,135,293,8,12,734,649,85,7
3001,2022-05-06 01:00:00,148,292,14,14,597,419,178,13
3002,2022-05-06 02:00:00,137,276,8,11,726,626,100,11
3003,2022-05-06 03:00:00,126,280,12,13,695,589,106,7
3004,2022-05-06 04:00:00,125,264,7,16,505,451,54,8
3005,2022-05-06 05:00:00,130,265,5,14,623,524,99,11
3006,2022-05-06 06:00:00,126,264,10,15,533,467,66,5
3007,2022-05-06 07:00:00,139,265,10,18,630,525,105,7
3008,2022-05-06 08:00:00,132,287,8,10,780,608,172,13
3009,2022-05-06 09:00:00,131,281,13,17,661,507,154,14
3010,2022-05-06 10:00:00,136,277,14,19,752,596,156,7
3011,2022-05-06 11:00:00,143,282,13,13,790,626,164,12
3012,2022-05-06 12:00:00,124,268,13,14,737,570,167,6
3013,2022-05-06 13:00:00,138,275,12,15,525,457,68,14
3014,2022-05-06 14:00:00,143,289,9,16,716,564,152,7
3015,2022-05-06 15:00:00,149,279,6,15,619,538,81,10
3016,2022-05-06 16:00:00,123,294,6,17,545,453,92,8
3017,2022-05-06 17:00:00,145,258,14,14,562,435,127,11
3018,2022-05-06 18:00:00,138,299,6,19,526,462,64,14
3019,2022-05-06 19:00:00,146,297,5,13,516,388,128,9
3020,2022-05-06 20:00:00,127,273,7,16,732,630,102,12
3021,2022-05-06 21:00:00,128,271,10,10,555,426,129,12
3022,2022-05-06 22:00:00,149,251,13,10,677,487,190,7
3023,2022-05-06 23:00:00,147,292,7,11,639,462,177,11
3024,2022-05-07 00:00:00,123,252,5,16,711,632,79,14
3025,2022-05-07 01:00:00,123,293,12,10,768,651,117,12
3026,2022-05-07 02:00:00,126,288,5,12,502,423,79,9
3027,2022-05-07 03:00:00,121,267,13,16,519,405,114,11
3028,2022-05-07 04:00:00,136,270,7,16,554,425,129,14
3029,2022-05-07 05:00:00,131,292,14,14,774,602,172,14
3030,2022-05-07 06:00:00,144,263,14,14,683,487,196,11
3031,2022-05-07 07:00:00,147,291,12,19,645,551,94,5
3032,2022-05-07 08:00:00,124,280,10,12,522,399,123,6
3033,2022-05-07 09:00:00,123,277,8,12,782,648,134,6
3034,2022-05-07 10:00:00,133,256,8,19,713,537,176,9
3035,2022-05-07 11:00:00,145,270,5,10,588,442,146,12
3036,2022-05-07 12:00:00,123,255,11,12,541,426,115,6
3037,2022-05-07 13:00:00,125,255,10,13,510,368,142,8
3038,2022-05-07 14:00:00,149,294,12,17,525,424,101,10
3039,2022-05-07 15:00:00,121,255,7,17,545,475,70,9
3040,2022-05-07 16:00:00,121,251,11,11,665,527,138,12
3041,2022-05-07 17:00:00,144,293,5,17,704,600,104,7
3042,2022-05-07 18:00:00,132,259,9,17,614,464,150,6
3043,2022-05-07 19:00:00,131,297,9,18,576,447,129,12
3044,2022-05-07 20:00:00,136,260,6,15,749,536,213,6
3045,2022-05-07 21:00:00,140,275,12,13,547,446,101,14
3046,2022-05-07 22:00:00,138,271,6,15,717,570,147,11
3047,2022-05-07 23:00:00,132,253,6,19,659,574,85,12
3048,2022-05-08 00:00:00,147,260,8,17,601,463,138,5
3049,2022-05-08 01:00:00,145,259,5,19,742,577,165,14
3050,2022-05-08 02:00:00,135,253,9,11,686,481,205,6
3051,2022-05-08 03:00:00,128,267,9,19,567,403,164,5
3052,2022-05-08 04:00:00,139,254,10,13,761,572,189,6
3053,2022-05-08 05:00:00,138,278,7,17,696,492,204,9
3054,2022-05-08 06:00:00,133,260,11,11,635,449,186,10
3055,2022-05-08 07:00:00,139,251,10,16,776,624,152,13
3056,2022-05-08 08:00:00,138,266,13,11,536,405,131,13
3057,2022-05-08 09:00:00,139,291,6,18,662,520,142,8
3058,2022-05-08 10:00:00,129,265,7,12,698,526,172,14
3059,2022-05-08 11:00:00,143,282,13,19,772,652,120,12
3060,2022-05-08 12:00:00,142,275,7,10,653,570,83,8
3061,2022-05-08 13:00:00,135,294,11,16,599,424,175,7
3062,2022-05-08 14:00:00,129,271,7,16,617,476,141,13
3063,2022-05-08 15:00:00,129,271,13,19,764,552,212,12
3064,2022-05-08 16:00:00,145,296,7,12,798,570,228,13
3065,2022-05-08 17:00:00,145,262,14,19,501,360,141,12
3066,2022-05-08 18:00:00,133,259,8,10,595,513,82,9
3067,2022-05-08 19:00:00,135,256,6,16,753,537,216,6
3068,2022-05-08 20:00:00,130,279,13,16,627,481,146,13
3069,2022-05-08 21:00:00,140,265,12,16,760,538,222,7
3070,2022-05-08 22:00:00,148,274,7,12,557,483,74,13
3071,2022-05-08 23:00:00,146,254,7,15,589,464,125,11
3072,2022-05-09 00:00:00,134,280,7,14,526,398,128,7
3073,2022-05-09 01:00:00,121,278,11,15,714,575,139,9
3074,2022-05-09 02:00:00,135,289,11,18,791,645,146,9
3075,2022-05-09 03:00:00,131,285,5,18,515,427,88,5
3076,2022-05-09 04:00:00,125,255,7,15,638,478,160,9
3077,2022-05-09 05:00:00,125,281,7,17,634,496,138,13
3078,2022-05-09 06:00:00,140,282,13,10,700,496,204,8
3079,2022-05-09 07:00:00,131,288,6,19,628,494,134,14
3080,2022-05-09 08:00:00,138,257,7,19,551,413,138,9
3081,2022-05-09 09:00:00,122,275,6,12,779,602,177,7
3082,2022-05-09 10:00:00,127,263,12,14,689,614,75,14
3083,2022-05-09 11:00:00,129,281,12,18,597,430,167,14
3084,2022-05-09 12:00:00,125,299,6,11,657,479,178,7
3085,2022-05-09 13:00:00,123,279,14,12,737,576,161,11
3086,2022-05-09 14:00:00,143,276,7,10,539,418,121,5
3087,2022-05-09 15:00:00,148,266,13,10,775,662,113,11
3088,2022-05-09 16:00:00,143,288,6,12,603,474,129,10
3089,2022-05-09 17:00:00,132,267,7,14,596,489,107,5
3090,2022-05-09 18:00:00,148,280,12,10,502,417,85,8
3091,2022-05-09 19:00:00,144,293,8,17,780,661,119,11
3092,2022-05-09 20:00:00,138,273,7,16,541,414,127,6
3093,2022-05-09 21:00:00,147,290,5,15,613,430,183,9
3094,2022-05-09 22:00:00,133,294,6,16,574,423,151,11
3095,2022-05-09 23:00:00,121,271,14,15,738,583,155,11
3096,2022-05-10 00:00:00,128,251,8,15,760,666,94,7
3097,2022-05-10 01:00:00,140,260,5,11,502,428,74,14
3098,2022-05-10 02:00:00,140,269,5,14,732,638,94,10
3099,2022-05-10 03:00:00,137,286,12,19,518,394,124,10
3100,2022-05-10 04:00:00,144,250,14,12,566,432,134,8
3101,2022-05-10 05:00:00,138,259,9,19,567,508,59,14
3102,2022-05-10 06:00:00,136,276,14,12,578,518,60,10
3103,2022-05-10 07:00:00,147,275,9,10,634,451,183,8
3104,2022-05-10 08:00:00,135,261,11,17,768,640,128,13
3105,2022-05-10 09:00:00,144,272,7,18,523,377,146,8
3106,2022-05-10 10:00:00,132,289,12,19,518,369,149,11
3107,2022-05-10 11:00:00,131,256,5,18,524,429,95,6
3108,2022-05-10 12:00:00,137,278,13,11,699,569,130,6
3109,2022-05-10 13:00:00,126,293,11,13,774,650,124,7
3110,2022-05-10 14:00:00,126,265,11,10,686,570,116,12
